Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Present_Age_CST,Customer_Since_year,AcceptedCmp
Basic,Married,17256.0,1,0,10,6.0,4.0,14,8,8,22,2,2,1,2,8,0,0,32,11,1
Master,Together,23661.0,1,0,46,18.0,0.0,4,0,0,1,1,1,0,3,7,0,0,42,11,0
Graduation,Single,21474.0,1,0,0,6.0,16.0,24,11,0,34,2,3,1,2,7,0,1,35,10,1
Graduation,Divorced,30630.0,1,1,67,27.0,1.0,12,2,0,10,2,2,0,3,7,0,0,59,10,0
Graduation,Together,59868.0,0,1,37,771.0,51.0,154,54,10,154,7,11,2,12,6,0,0,52,11,0
Graduation,Married,44794.0,0,1,99,54.0,0.0,7,0,0,4,1,2,0,3,6,0,0,58,10,0
Master,Widow,73705.0,0,2,86,612.0,81.0,520,258,107,107,2,9,6,8,5,0,0,73,10,0
Graduation,Married,35797.0,0,1,16,27.0,1.0,14,4,1,21,2,2,0,3,8,0,0,49,12,0
Master,Married,74806.0,0,1,1,670.0,9.0,249,0,28,9,2,5,4,5,4,0,0,59,12,0
Graduation,Married,33039.0,1,0,4,30.0,8.0,12,8,8,12,1,2,0,4,5,0,0,46,11,0
PhD,Single,36038.0,1,0,82,23.0,0.0,15,0,2,7,2,3,0,3,6,0,0,43,11,0
Graduation,Married,64813.0,1,0,81,293.0,0.0,124,179,97,52,1,7,2,10,5,0,0,46,10,0
Graduation,Single,51381.5,1,0,57,11.0,3.0,22,2,2,6,2,2,0,3,6,0,0,42,11,0
PhD,Together,65488.0,0,0,46,603.0,45.0,207,36,18,54,1,3,4,6,1,0,0,66,10,0
Master,Married,77027.0,0,1,23,820.0,57.0,242,45,0,11,2,8,3,6,4,0,0,72,10,0
Master,Together,69245.0,0,1,8,428.0,30.0,214,80,30,61,2,6,5,10,3,0,0,68,10,0
Master,Single,69882.0,0,0,94,292.0,81.0,635,132,127,165,1,3,7,9,1,0,0,59,11,0
Graduation,Married,75903.0,0,1,50,340.0,81.0,185,130,38,100,2,6,6,9,3,0,0,73,11,0
PhD,Married,37717.0,1,0,31,9.0,0.0,6,4,1,5,1,1,0,2,9,0,0,46,12,0
Master,Together,34176.0,0,1,9,11.0,2.0,7,4,2,2,1,1,0,3,3,0,0,49,10,0
Graduation,Widow,53653.0,0,0,29,815.0,10.0,239,28,10,108,2,10,4,12,6,0,0,71,12,0
Graduation,Single,34704.0,0,1,65,29.0,0.0,5,0,1,5,1,1,0,3,5,0,0,58,11,0
PhD,Married,63246.0,0,2,60,593.0,30.0,91,29,22,7,1,6,3,12,4,0,0,57,11,0
PhD,Divorced,60554.0,1,0,8,588.0,7.0,76,110,15,15,2,8,4,9,6,0,0,49,11,0
Graduation,Single,29236.0,1,0,30,37.0,4.0,24,16,9,9,2,4,0,3,9,0,0,37,11,0
Graduation,Divorced,48877.0,0,1,27,102.0,1.0,15,2,0,24,1,3,0,4,7,0,0,58,10,0
Graduation,Together,58917.0,1,2,10,151.0,7.0,89,0,7,28,5,4,1,6,5,0,0,55,11,0
PhD,Divorced,45072.0,1,2,74,144.0,2.0,99,7,2,30,5,6,1,4,8,0,0,76,11,0
Graduation,Married,19107.0,1,0,49,2.0,4.0,9,10,5,16,2,1,0,3,7,0,0,44,11,0
Graduation,Single,30983.0,0,0,50,51.0,4.0,50,12,1,49,1,4,0,3,8,0,1,61,12,0
Graduation,Widow,40590.0,1,1,30,154.0,0.0,50,6,11,37,5,3,4,3,6,0,0,55,11,1
Master,Together,17144.0,1,1,96,18.0,2.0,19,0,2,6,5,3,0,4,7,0,0,64,10,0
PhD,Together,38197.0,1,0,86,23.0,0.0,11,2,1,3,1,1,0,3,5,0,0,38,11,0
Graduation,Divorced,39552.0,1,1,54,165.0,3.0,147,4,24,41,7,6,2,5,8,0,1,62,12,0
2n Cycle,Together,30753.0,1,1,85,12.0,5.0,25,0,9,30,2,1,1,3,5,0,0,57,11,0
Graduation,Together,69930.0,0,0,21,252.0,81.0,827,219,70,196,1,4,5,12,3,0,0,53,11,0
PhD,Divorced,35682.0,1,0,34,23.0,0.0,8,6,2,18,1,1,1,3,2,0,0,54,10,0
Graduation,Married,32871.0,1,1,28,22.0,2.0,12,0,2,5,1,1,0,3,4,0,0,73,11,0
Graduation,Together,83844.0,0,0,57,901.0,31.0,345,75,31,191,1,4,4,11,1,0,0,72,11,1
Graduation,Married,42691.0,0,0,48,179.0,2.0,64,38,17,58,1,5,1,6,5,0,0,33,11,0
Graduation,Married,62820.0,0,0,51,398.0,61.0,265,138,61,53,1,3,4,6,1,0,0,70,11,0
Master,Single,16653.0,1,0,10,5.0,7.0,31,15,4,7,3,2,1,3,6,0,1,45,10,0
Graduation,Married,92344.0,0,0,9,992.0,24.0,694,51,19,119,0,5,10,5,1,0,0,76,10,2
PhD,Single,48918.0,1,1,21,52.0,0.0,9,0,0,1,2,1,0,4,4,0,0,61,10,0
Master,Together,89120.0,0,0,78,1168.0,81.0,408,72,129,55,1,5,6,7,1,0,0,65,10,1
Graduation,Married,26304.0,1,0,5,4.0,1.0,5,2,0,4,1,1,0,2,7,0,0,55,11,0
Graduation,Married,70617.0,0,0,45,353.0,61.0,753,40,46,27,1,3,3,7,2,0,0,54,11,0
Master,Married,27100.0,1,0,64,12.0,0.0,13,2,0,10,1,1,0,3,7,0,0,41,11,0
2n Cycle,Married,43050.0,1,0,10,30.0,5.0,24,6,3,8,2,2,0,4,5,0,0,51,10,0
Graduation,Single,95529.0,0,0,29,770.0,29.0,890,250,27,24,1,7,3,7,3,0,1,30,12,1
PhD,Married,33581.0,2,0,38,11.0,0.0,5,0,0,1,1,1,0,2,8,0,0,55,11,0
PhD,Married,53378.0,1,1,41,489.0,6.0,152,8,6,132,10,9,4,6,8,0,1,61,12,0
Graduation,Together,60934.0,0,1,41,224.0,81.0,155,192,93,54,2,6,4,11,4,0,0,49,10,0
Graduation,Divorced,81361.0,0,0,18,163.0,23.0,424,27,65,76,1,3,10,13,1,0,0,37,10,0
Master,Married,59354.0,0,2,59,295.0,21.0,78,39,13,13,1,4,4,7,3,0,0,71,10,0
Graduation,Widow,66731.0,0,1,33,371.0,81.0,194,58,106,141,4,4,3,6,3,0,0,54,12,0
PhD,Together,6835.0,0,1,76,107.0,2.0,12,2,2,12,0,0,0,1,20,0,0,67,12,0
PhD,Single,29999.0,1,0,22,68.0,7.0,59,10,5,11,4,3,1,4,8,0,0,38,11,0
Graduation,Divorced,55635.0,0,1,34,235.0,65.0,164,50,49,27,4,7,3,7,6,0,0,53,12,0
Graduation,Married,27573.0,1,0,45,50.0,15.0,110,39,15,15,4,5,1,4,8,0,0,49,11,0
Graduation,Together,94384.0,0,0,62,1111.0,24.0,790,160,45,172,0,5,8,5,2,0,1,71,11,3
Graduation,Together,83844.0,0,0,57,901.0,31.0,345,75,31,191,1,4,4,11,1,0,0,72,11,1
Graduation,Single,58684.0,0,0,71,479.0,35.0,179,28,7,85,1,5,3,12,2,0,0,43,10,1
PhD,Married,45921.0,0,0,23,102.0,9.0,49,24,3,12,1,2,1,6,4,0,0,38,10,0
Graduation,Married,53790.0,0,2,86,335.0,42.0,127,28,5,5,3,7,2,8,6,0,0,73,10,0
2n Cycle,Married,16248.0,1,0,77,12.0,11.0,10,3,12,9,3,2,1,3,6,0,0,36,10,0
PhD,Married,157243.0,0,1,98,20.0,2.0,1582,1,2,1,15,0,22,0,0,0,0,51,10,0
Master,Divorced,39228.0,0,0,1,7.0,1.0,6,0,3,3,1,0,0,3,4,0,0,64,11,0
Graduation,Married,56796.0,0,1,24,656.0,38.0,161,62,47,37,3,8,9,7,7,0,0,55,11,0
Graduation,Married,67131.0,0,1,72,465.0,71.0,250,93,35,62,3,9,2,12,6,0,0,68,11,0
PhD,Together,78952.0,0,1,11,1170.0,19.0,594,99,76,134,2,2,5,12,6,0,0,66,12,0
PhD,Married,50870.0,0,1,13,53.0,0.0,8,0,0,2,1,2,0,3,5,0,0,72,10,0
Graduation,Single,72282.0,0,0,70,503.0,27.0,419,90,139,153,1,5,7,9,7,0,1,73,11,0
Master,Together,50898.0,1,1,88,285.0,28.0,242,55,114,135,13,6,2,12,5,0,0,68,11,0
Master,Married,80141.0,0,0,20,1184.0,81.0,673,52,40,40,1,7,4,10,6,0,1,38,11,1
Graduation,Single,50388.0,0,1,3,292.0,6.0,37,0,3,34,4,6,1,6,7,0,1,67,10,2
Graduation,Married,69016.0,0,1,61,726.0,53.0,363,123,107,161,4,8,9,13,5,0,0,54,12,0
Basic,Single,18746.0,1,0,41,2.0,10.0,11,12,9,20,2,3,0,3,6,0,0,32,10,0
Graduation,Single,81217.0,0,0,77,493.0,70.0,324,146,40,84,1,3,7,11,1,0,0,35,11,0
Master,Divorced,41335.0,1,0,24,112.0,19.0,21,16,14,5,3,4,1,4,7,0,0,56,11,0
Graduation,Married,27255.0,1,0,3,22.0,1.0,11,0,1,2,1,1,0,3,7,0,0,40,11,0
Graduation,Married,18100.0,0,0,14,3.0,1.0,2,4,3,1,1,0,0,3,5,0,0,78,11,0
2n Cycle,Together,82122.0,0,0,89,734.0,22.0,350,151,25,100,1,3,9,13,1,0,0,62,11,1
Graduation,Single,31907.0,0,0,75,33.0,81.0,64,175,16,74,1,6,1,6,7,0,0,52,11,0
PhD,Together,56575.0,0,2,42,421.0,5.0,90,0,16,10,3,7,3,7,5,0,0,57,11,0
Graduation,Together,53977.0,0,1,21,620.0,16.0,165,0,24,82,5,5,5,12,5,0,0,66,11,0
Graduation,Together,37292.0,1,0,32,275.0,0.0,86,10,23,66,5,6,3,5,8,0,0,41,11,0
Master,Married,36138.0,1,1,48,130.0,0.0,16,0,0,5,5,3,1,4,7,0,0,54,11,1
Master,Together,65487.0,0,0,48,240.0,67.0,500,199,0,163,3,3,5,6,2,0,0,67,10,0
PhD,Together,74250.0,0,0,90,680.0,11.0,392,75,0,0,1,2,11,4,1,0,0,66,10,0
PhD,Divorced,54959.0,0,1,55,1148.0,0.0,60,0,0,24,3,9,5,4,7,0,1,63,11,1
Graduation,Married,66373.0,1,1,57,328.0,9.0,124,12,24,109,7,4,2,10,3,0,0,46,11,0
Graduation,Married,76998.0,0,1,85,1225.0,81.0,161,69,35,107,2,11,8,8,6,0,0,69,11,1
Graduation,Married,27244.0,1,0,84,6.0,5.0,17,3,24,46,2,2,2,2,7,0,0,45,10,0
Graduation,Single,47958.0,0,1,8,268.0,11.0,88,15,3,22,2,6,3,5,5,0,0,72,11,0
Graduation,Single,86037.0,0,0,95,490.0,44.0,125,29,20,22,1,6,7,11,3,0,1,33,11,2
Graduation,Married,75759.0,0,0,46,1225.0,22.0,708,89,91,182,1,9,7,9,5,0,1,55,11,3
Graduation,Divorced,71964.0,0,0,81,587.0,51.0,932,180,34,86,1,5,6,5,3,0,0,66,11,0
PhD,Married,59062.0,2,1,74,46.0,1.0,12,3,0,9,2,2,0,3,4,0,0,57,11,0
PhD,Single,36736.0,1,1,52,10.0,0.0,3,0,0,4,1,1,0,2,6,0,0,61,11,0
Graduation,Together,24221.0,0,0,94,8.0,9.0,9,2,5,22,1,1,1,3,4,0,0,65,11,0
Graduation,Married,81795.0,0,0,74,324.0,81.0,693,27,118,88,1,4,11,7,2,0,0,72,12,0
Graduation,Married,18929.0,0,0,15,32.0,0.0,8,23,4,18,1,1,0,4,6,0,0,34,11,0
PhD,Married,62670.0,0,1,57,539.0,30.0,92,80,46,38,1,5,3,13,3,0,0,70,10,0
Graduation,Married,30631.0,1,0,75,15.0,6.0,20,4,5,20,1,3,1,2,7,0,0,50,11,0
2n Cycle,Together,10404.0,1,0,52,2.0,2.0,11,10,6,12,2,1,0,4,5,0,0,35,10,0
Graduation,Together,88347.0,0,0,32,1050.0,81.0,555,77,138,118,1,4,7,9,1,0,0,63,11,1
2n Cycle,Married,54690.0,1,1,76,111.0,16.0,37,7,9,18,3,3,1,5,3,0,0,53,11,0
Master,Together,38620.0,0,0,56,112.0,17.0,44,34,22,89,1,2,5,3,3,0,0,61,11,0
PhD,Married,18988.0,1,0,43,6.0,0.0,6,2,1,1,2,1,0,3,7,0,0,40,10,0
PhD,Together,52190.0,1,1,39,42.0,0.0,17,0,0,18,3,2,1,3,5,0,0,48,10,1
Master,Married,63915.0,0,2,2,622.0,7.0,115,30,0,15,2,6,3,12,5,0,0,68,11,0
Graduation,Married,70951.0,0,0,66,239.0,10.0,554,254,87,54,1,3,4,9,1,0,0,39,11,0
PhD,Married,23536.0,1,0,53,6.0,0.0,3,0,0,1,1,0,0,3,3,0,0,41,10,0
PhD,Divorced,14849.0,1,0,39,21.0,2.0,28,3,2,9,3,2,0,4,8,0,0,48,11,0
Graduation,Married,33039.0,1,0,4,30.0,8.0,12,8,8,12,1,2,0,4,5,0,0,46,11,0
Graduation,Married,77343.0,0,0,28,227.0,81.0,573,98,54,31,1,3,4,9,1,0,0,59,10,0
Graduation,Divorced,41411.0,0,0,11,37.0,32.0,38,11,3,18,1,2,1,4,6,0,0,38,11,0
Graduation,Together,38547.0,1,0,49,6.0,1.0,10,0,1,4,1,1,0,2,8,1,0,43,11,0
PhD,Married,38410.0,0,0,65,153.0,64.0,123,116,64,14,2,5,2,9,6,0,1,50,12,0
Graduation,Married,68487.0,0,0,48,758.0,12.0,385,33,89,89,1,9,7,13,4,0,0,36,11,0
Graduation,Married,92955.0,0,0,35,693.0,21.0,925,31,24,84,1,6,7,9,2,0,1,51,11,2
Graduation,Together,69372.0,0,0,10,997.0,26.0,269,34,13,42,1,10,4,6,4,0,1,75,11,2
PhD,Married,65695.0,0,1,50,371.0,32.0,189,0,58,6,2,5,4,10,4,0,0,64,10,0
PhD,Married,45579.0,0,1,10,145.0,1.0,33,2,1,1,1,4,1,4,6,0,0,76,11,0
PhD,Married,4023.0,1,1,29,5.0,0.0,1,1,1,1,15,0,0,0,19,0,0,61,10,0
Graduation,Together,16531.0,1,0,43,2.0,13.0,6,7,5,11,3,3,0,3,7,0,0,46,10,0
Graduation,Married,22108.0,1,1,46,5.0,3.0,9,6,2,6,2,2,0,3,7,0,0,47,10,0
Graduation,Married,50725.0,0,1,45,443.0,10.0,75,0,10,48,4,8,1,8,8,0,0,71,11,0
Graduation,Single,82332.0,0,0,89,830.0,59.0,968,51,79,19,1,5,3,12,2,0,1,63,12,1
Graduation,Divorced,33986.0,1,0,43,16.0,2.0,18,2,1,5,1,1,0,3,7,0,0,54,11,0
2n Cycle,Married,14796.0,1,0,1,13.0,3.0,8,7,4,16,2,1,0,3,9,0,1,40,12,0
PhD,Together,65220.0,0,0,3,890.0,63.0,292,0,25,12,4,8,4,7,6,0,1,59,12,0
PhD,Together,81574.0,0,0,89,1225.0,0.0,465,46,35,0,1,4,5,8,1,0,0,77,10,2
Master,Single,31385.0,1,0,56,3.0,2.0,12,0,1,9,1,1,0,2,8,0,1,40,12,1
Graduation,Single,55239.0,0,1,59,371.0,17.0,238,23,24,106,3,7,5,11,5,0,0,53,11,0
Master,Married,58646.0,0,1,3,62.0,1.0,44,6,5,22,1,2,1,4,4,0,0,62,11,0
Graduation,Married,44300.0,1,1,65,30.0,0.0,9,0,0,3,2,1,0,3,6,0,0,59,11,0
Graduation,Married,61064.0,0,1,80,387.0,81.0,342,0,45,180,5,8,4,11,6,0,0,48,12,0
Graduation,Together,22775.0,1,0,40,5.0,1.0,8,0,0,1,1,1,0,2,8,0,0,46,11,0
Graduation,Single,10245.0,1,0,32,4.0,7.0,7,6,4,13,3,1,2,2,5,0,0,53,11,0
Graduation,Married,65106.0,0,1,55,790.0,19.0,133,12,0,19,3,8,3,13,6,0,0,49,10,1
Master,Married,83151.0,0,0,80,968.0,81.0,842,137,42,210,1,5,7,10,2,0,1,52,11,3
Graduation,Married,73687.0,0,0,8,559.0,81.0,503,218,13,181,1,3,9,9,2,0,1,34,11,1
Master,Single,90638.0,0,0,29,1156.0,81.0,915,94,144,96,1,3,4,10,1,0,0,33,10,1
Graduation,Together,71796.0,0,0,54,354.0,21.0,311,167,75,32,1,9,3,4,4,0,0,53,11,0
PhD,Single,63159.0,0,0,74,965.0,34.0,586,89,86,37,1,3,5,8,3,0,0,50,12,1
Graduation,Married,51381.5,0,0,69,861.0,81.0,461,60,30,61,1,6,5,12,3,0,0,35,11,2
PhD,Married,84117.0,0,0,60,611.0,76.0,749,59,45,26,1,7,10,6,2,0,0,68,10,1
PhD,Married,34596.0,1,0,48,14.0,0.0,2,0,0,7,1,1,0,2,8,0,1,50,11,0
Graduation,Together,56253.0,0,1,83,509.0,0.0,65,7,11,5,4,7,2,9,6,0,0,61,12,0
PhD,Widow,54111.0,0,1,97,267.0,6.0,54,8,3,50,2,5,2,6,5,0,0,59,11,0
2n Cycle,Married,35684.0,1,0,66,10.0,4.0,7,0,6,3,1,1,0,3,6,0,0,40,10,0
Graduation,Single,66565.0,0,1,80,747.0,10.0,161,65,40,42,4,4,2,9,8,0,0,62,12,0
Graduation,Divorced,27215.0,2,1,50,30.0,5.0,22,8,9,28,4,2,1,4,6,0,0,63,11,0
Graduation,Together,87771.0,0,1,61,1225.0,38.0,287,50,57,33,1,5,10,4,6,0,1,65,11,4
Master,Divorced,33462.0,1,0,78,22.0,3.0,18,0,0,11,1,2,0,3,7,0,0,45,11,0
Graduation,Divorced,72071.0,0,1,4,531.0,69.0,300,150,138,150,3,5,4,8,2,0,0,70,11,0
Master,Married,52750.0,0,1,72,393.0,0.0,239,90,69,69,6,5,7,9,4,0,0,69,11,0
Master,Single,51124.0,1,1,79,26.0,1.0,11,0,1,4,2,1,0,3,3,0,0,69,11,0
PhD,Married,69098.0,0,0,82,1225.0,22.0,780,145,0,178,1,7,8,9,5,0,0,75,11,0
Graduation,Married,58597.0,1,1,20,490.0,0.0,184,10,28,21,12,7,4,9,7,0,0,48,12,0
Master,Together,34053.0,0,1,14,63.0,0.0,21,7,0,12,1,3,0,3,8,0,0,56,12,0
Graduation,Single,70515.0,0,0,12,420.0,0.0,452,182,64,140,1,6,6,4,2,0,1,31,11,0
Graduation,Single,49767.0,0,0,92,202.0,47.0,197,55,42,149,1,5,4,8,4,0,0,33,11,0
Graduation,Single,79607.0,0,0,37,450.0,81.0,951,173,0,216,1,3,6,6,1,0,1,40,11,0
Graduation,Married,42243.0,1,1,34,48.0,0.0,2,0,0,5,2,2,0,3,7,0,0,65,11,0
Graduation,Together,83844.0,0,0,57,901.0,31.0,345,75,31,191,1,4,4,11,1,0,0,72,11,1
Graduation,Single,38643.0,1,1,45,22.0,2.0,14,0,1,10,2,2,0,3,7,1,0,46,11,0
PhD,Divorced,57333.0,0,1,55,941.0,14.0,397,76,58,176,11,8,5,9,6,0,1,70,12,0
2n Cycle,Together,41039.0,0,0,32,34.0,11.0,137,179,61,45,1,8,1,5,8,0,0,42,11,0
Master,Single,62772.0,0,1,74,581.0,49.0,157,43,8,108,1,5,6,11,2,0,0,55,11,1
Graduation,Married,54386.0,0,1,8,277.0,21.0,64,62,21,25,2,3,2,10,3,0,0,43,11,0
Graduation,Married,80763.0,0,0,17,674.0,81.0,108,192,42,231,1,5,11,6,3,0,1,74,11,2
Master,Married,47808.0,0,1,30,123.0,1.0,26,2,0,72,2,3,2,3,7,0,0,49,11,1
Master,Single,92859.0,0,0,46,962.0,61.0,921,52,61,20,1,5,4,12,2,0,0,32,12,0
2n Cycle,Married,21955.0,1,0,81,5.0,1.0,7,17,14,11,2,2,1,3,6,0,0,38,11,0
Graduation,Married,69755.0,0,0,23,217.0,77.0,373,111,23,93,1,3,6,12,1,0,0,79,11,0
2n Cycle,Married,23148.0,0,0,83,4.0,6.0,8,6,3,10,1,2,0,3,7,0,0,39,10,0
PhD,Married,67472.0,0,1,93,162.0,31.0,127,8,17,69,2,4,2,7,3,0,0,77,11,0
Basic,Single,24367.0,1,0,58,2.0,4.0,2,0,11,5,1,1,0,2,9,0,0,42,11,0
Master,Together,21024.0,0,0,89,36.0,4.0,18,6,2,18,1,2,0,4,7,0,0,48,11,0
Basic,Single,16014.0,1,1,42,3.0,9.0,4,7,8,7,4,1,1,4,3,0,0,45,11,0
Master,Single,55250.0,0,1,49,664.0,58.0,83,32,0,66,4,7,5,10,5,0,0,59,12,0
Master,Married,51412.0,0,1,42,140.0,3.0,29,4,5,14,2,3,2,4,4,0,0,66,11,0
Graduation,Single,62450.0,0,1,61,515.0,47.0,267,62,66,38,2,5,5,4,3,0,0,65,10,1
Graduation,Married,51381.5,1,0,11,5.0,5.0,6,0,2,1,1,1,0,2,7,0,0,41,11,0
Graduation,Single,48904.0,0,1,1,283.0,10.0,38,0,13,27,4,7,2,4,8,0,0,64,12,0
Master,Married,54108.0,1,1,74,539.0,6.0,91,8,6,97,13,8,2,9,8,0,0,51,12,0
Graduation,Together,75507.0,0,0,56,709.0,81.0,374,104,80,80,1,8,6,6,3,0,0,45,10,0
Graduation,Single,84196.0,0,1,56,215.0,63.0,507,231,31,190,1,8,4,7,3,0,0,49,11,0
Basic,Together,28389.0,0,0,49,1.0,5.0,3,7,4,8,1,1,0,2,7,0,0,77,12,0
PhD,Together,77376.0,1,1,72,492.0,19.0,110,16,12,12,4,6,3,10,4,0,0,68,10,0
Graduation,Married,19419.0,1,0,76,2.0,14.0,28,16,3,7,4,4,0,3,9,0,0,43,12,0
PhD,Divorced,64325.0,0,1,41,731.0,60.0,353,78,12,73,5,10,3,5,7,0,0,63,11,0
Master,Married,35876.0,0,0,13,66.0,2.0,40,4,3,14,1,3,1,3,6,0,0,41,10,0
Graduation,Married,17323.0,0,0,38,3.0,14.0,17,6,1,5,1,1,0,3,8,0,0,37,12,0
Master,Single,35544.0,1,0,77,30.0,5.0,23,4,1,4,1,2,0,3,7,0,0,46,10,0
Graduation,Married,41443.0,1,0,79,171.0,7.0,171,25,19,89,6,8,1,5,8,0,0,47,10,0
Graduation,Married,23477.0,1,0,39,38.0,15.0,54,3,8,29,3,3,0,4,8,0,0,38,11,0
PhD,Together,32313.0,1,0,60,86.0,4.0,56,2,4,7,3,4,0,4,9,0,0,42,11,0
Graduation,Divorced,37244.0,1,1,90,18.0,2.0,10,0,0,25,1,1,1,2,7,0,0,69,11,1
PhD,Married,57091.0,0,1,82,462.0,0.0,24,6,0,4,2,9,2,5,7,0,1,52,12,1
2n Cycle,Single,49514.0,1,0,61,88.0,39.0,78,58,13,93,2,6,1,4,7,0,0,49,11,0
Graduation,Married,36443.0,1,1,9,65.0,0.0,46,4,3,20,4,3,1,3,8,0,0,63,11,0
Master,Married,42169.0,1,1,20,19.0,0.0,9,0,0,2,2,1,0,3,8,0,0,55,11,0
Graduation,Married,31353.0,1,1,24,10.0,0.0,10,3,1,7,2,1,1,2,8,0,0,47,11,0
Graduation,Widow,79946.0,0,0,19,395.0,81.0,565,166,141,28,1,5,11,5,3,0,0,58,10,0
PhD,Together,27922.0,1,0,80,11.0,0.0,13,2,4,11,1,2,0,3,4,0,0,45,10,0
Graduation,Married,52852.0,0,1,93,714.0,8.0,99,11,0,47,4,10,7,5,8,0,0,67,12,1
Graduation,Married,45688.0,0,1,20,279.0,0.0,18,0,0,9,2,3,1,8,4,0,0,56,10,1
Graduation,Single,70566.0,0,1,4,381.0,28.0,215,84,28,21,2,6,5,9,3,0,0,56,11,0
Master,Married,27159.0,1,1,33,17.0,0.0,3,0,0,1,2,1,0,3,6,0,0,51,10,0
Graduation,Single,49967.0,0,1,4,212.0,6.0,69,4,12,3,3,6,1,5,7,0,0,66,11,0
Master,Married,49505.0,1,1,4,604.0,0.0,100,19,0,28,9,10,2,8,8,0,0,53,11,0
Master,Single,39858.0,1,0,67,15.0,20.0,25,2,7,26,1,2,0,4,6,0,1,55,11,0
Master,Married,55842.0,0,1,19,451.0,0.0,39,0,4,24,1,7,1,8,5,0,0,47,10,0
Graduation,Married,78569.0,0,0,14,558.0,79.0,622,207,175,95,1,4,6,4,1,0,1,78,10,1
Graduation,Married,22419.0,0,0,74,30.0,3.0,47,19,21,42,1,3,2,2,8,0,0,61,11,0
Graduation,Together,90300.0,0,0,7,594.0,81.0,786,33,134,57,0,5,6,8,1,0,0,45,10,1
PhD,Together,47472.0,1,1,39,56.0,0.0,11,0,0,8,2,2,0,4,5,0,0,58,11,0
PhD,Single,42000.0,0,0,23,124.0,81.0,267,85,59,35,2,5,2,11,5,0,1,37,11,0
PhD,Single,42997.0,1,1,91,4.0,0.0,5,0,1,5,1,1,0,2,7,0,0,47,11,0
Graduation,Married,36790.0,0,0,14,3.0,3.0,14,15,21,10,1,2,1,2,9,0,1,41,11,0
PhD,Single,76412.0,0,0,15,840.0,53.0,804,23,71,17,1,5,4,8,3,0,1,44,11,2
Graduation,Married,17148.0,1,0,80,9.0,9.0,11,13,10,16,4,3,1,3,8,0,0,48,10,0
Master,Married,65569.0,0,1,96,397.0,46.0,288,20,38,70,2,6,5,10,3,0,0,71,12,0
2n Cycle,Married,46831.0,1,1,84,22.0,2.0,10,6,4,34,2,1,2,2,4,0,0,55,11,0
Master,Together,14661.0,0,0,88,4.0,1.0,11,6,2,2,1,1,0,3,6,0,0,68,11,0
Graduation,Together,38361.0,1,0,74,39.0,0.0,56,20,8,14,3,3,1,3,7,0,0,55,11,0
Graduation,Married,86111.0,0,0,73,399.0,28.0,756,36,40,126,1,5,7,10,2,0,0,62,11,0
Graduation,Together,54006.0,1,0,42,174.0,77.0,203,6,24,97,2,8,1,7,7,0,0,39,12,0
PhD,Together,70038.0,0,0,54,587.0,54.0,348,71,54,130,1,4,4,8,2,0,0,42,11,0
Graduation,Married,30096.0,1,0,30,5.0,3.0,11,12,5,9,1,2,0,3,6,0,0,41,10,0
Graduation,Married,19329.0,1,0,39,24.0,1.0,16,12,2,5,3,4,0,3,8,0,0,56,11,0
Graduation,Married,45837.0,1,1,88,215.0,13.0,87,17,17,24,5,6,2,5,7,0,0,50,11,0
Master,Together,55951.0,0,1,62,1225.0,0.0,80,0,13,40,3,3,6,11,8,0,0,72,12,2
Graduation,Together,75276.0,0,0,2,610.0,81.0,125,137,42,21,1,9,4,9,5,0,0,59,12,0
Graduation,Married,79593.0,0,0,70,350.0,60.0,568,110,133,145,1,5,6,7,2,0,0,51,10,1
Graduation,Single,18358.0,1,0,49,6.0,8.0,19,16,4,4,3,3,0,4,7,0,0,35,11,0
Graduation,Single,35893.0,1,1,80,158.0,0.0,23,0,0,18,6,3,1,5,8,0,0,56,12,0
Master,Alone,61331.0,1,1,42,534.0,5.0,47,0,5,41,5,11,1,6,8,0,0,66,11,0
Graduation,Single,76624.0,0,1,68,411.0,81.0,147,54,115,66,1,5,10,7,1,0,0,62,10,1
2n Cycle,Together,74805.0,0,1,14,209.0,81.0,209,41,162,37,5,4,7,10,2,0,0,69,11,0
2n Cycle,Together,75774.0,1,0,27,340.0,21.0,134,258,14,56,1,7,5,8,4,0,0,43,10,0
Graduation,Married,47743.0,0,1,56,198.0,2.0,43,0,12,20,3,4,1,6,6,0,0,67,11,1
Master,Together,45143.0,0,1,74,202.0,5.0,74,11,5,14,3,6,1,5,7,0,0,59,11,0
Graduation,Married,7500.0,1,0,19,7.0,0.0,12,13,7,32,5,4,1,2,9,0,1,48,12,1
2n Cycle,Married,32632.0,0,0,32,63.0,81.0,137,153,19,53,2,4,4,8,5,0,0,61,12,0
Graduation,Together,22070.0,1,0,11,10.0,7.0,19,8,2,21,2,2,2,2,6,0,0,54,11,0
2n Cycle,Single,41473.0,1,0,80,21.0,8.0,20,15,3,9,1,2,0,3,7,0,0,39,11,0
PhD,Married,84169.0,0,0,9,1225.0,19.0,403,0,19,0,1,7,6,6,3,0,1,42,11,2
